"","query_id","subject_id","subject_id.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","pident.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","length.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","evalue.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","nextevalue.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","E_diff.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","bitscore.Brapa3.0_pep_vs_brapa_fpsccyc_fasta_best","pident.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","length.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","evalue.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","nextevalue.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","E_diff.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best","bitscore.brapa_fpsccyc_fasta_vs_Brapa3.0_pep_best"
"164","BRARA.A00833-MONOMER","BraA01g008620.3C","BRARA.A00833-MONOMER",97.847,418,0,0,NA,845,97.847,418,0,0,NA,845
"165","BRARA.A00835-MONOMER","BraA01g008640.3C","BRARA.A00835-MONOMER",99.317,293,0,3.27e-92,-Inf,611,99.317,293,0,4e-92,-Inf,611
"166","BRARA.A00842-MONOMER","BraA01g008730.3C","BRARA.A00842-MONOMER",99.171,362,0,0,NA,732,99.171,362,0,0,NA,732
"167","BRARA.A00845-MONOMER","BraA01g008760.3C","BRARA.A00845-MONOMER",100,144,6.41e-100,2.77e-60,-39.6356217395456,283,100,144,1.58e-100,6.83e-61,-39.6357636167271,283
"168","BRARA.A00846-MONOMER","BraA01g008770.3C","BRARA.A00846-MONOMER",97.126,174,3.19e-120,6.55e-88,-32.3124506169346,337,97.126,174,7.9e-121,3.69e-87,-33.6693992748686,337
"169","BRARA.A00847-MONOMER","BraA01g008780.3C","BRARA.A00847-MONOMER",98.361,427,0,0,NA,864,98.361,427,0,0,NA,864
"170","BRARA.A00850-MONOMER","BraA01g008800.3C","BRARA.A00850-MONOMER",98.17,1530,0,0,NA,3113,98.17,1530,0,0,NA,3113
"171","BRARA.A00856-MONOMER","BraA01g013210.3C","BRARA.A00856-MONOMER",63.125,160,1.48e-70,2.82e-64,-6.2799873929244,214,63.125,160,2.28e-71,2.03e-67,-3.94956119091276,214
"172","BRARA.A00861-MONOMER","BraA01g008900.3C","BRARA.A00861-MONOMER",99.855,688,0,0,NA,1410,99.855,688,0,0,NA,1410
"173","BRARA.A00877-MONOMER","BraA01g009060.3C","BRARA.A00877-MONOMER",96.499,457,0,0,NA,913,96.499,457,0,0,NA,913
"174","BRARA.A00886-MONOMER","BraA01g009180.3C","BRARA.A00886-MONOMER",98.088,523,0,0,NA,1045,98.088,523,0,0,NA,1045
"175","BRARA.A00896-MONOMER","BraA01g009310.3C","BRARA.A00896-MONOMER",97.508,321,0,0,NA,649,97.508,321,0,1.49e-177,-Inf,649
"176","BRARA.A00907-MONOMER","BraA01g009410.3C","BRARA.A00907-MONOMER",97.235,434,0,0,NA,863,97.235,434,0,0,NA,863
"177","BRARA.A00917-MONOMER","BraA01g009510.3C","BRARA.A00917-MONOMER",100,295,0,8.46e-170,-Inf,612,100,295,0,4.67e-172,-Inf,612
"178","BRARA.A00923-MONOMER","BraA01g009560.3C","BRARA.A00923-MONOMER",91.628,645,0,0,NA,1184,91.628,645,0,0,NA,1184
"179","BRARA.A00925-MONOMER","BraA01g009610.3C","BRARA.A00925-MONOMER",99.678,621,0,0,NA,1290,99.678,621,0,0,NA,1290
"180","BRARA.A00957-MONOMER","BraA01g009820.3C","BRARA.A00957-MONOMER",94.851,369,0,0,NA,712,94.851,369,0,0,NA,712
"181","BRARA.A00958-MONOMER","BraA01g009810.3C","BRARA.A00958-MONOMER",99.485,582,0,0,NA,1202,99.485,582,0,0,NA,1202
"182","BRARA.A00959-MONOMER","BraA01g009790.3C","BRARA.A00959-MONOMER",99.241,395,0,0,NA,809,99.241,395,0,0,NA,809
"183","BRARA.A00968-MONOMER","BraA01g010040.3C","BRARA.A00968-MONOMER",99.27,411,0,0,NA,851,99.27,411,0,0,NA,851
"184","BRARA.A00983-MONOMER","BraA01g010270.3C","BRARA.A00983-MONOMER",98.506,870,0,0,NA,1765,98.506,870,0,0,NA,1765
"185","BRARA.A00994-MONOMER","BraA01g010350.3C","BRARA.A00994-MONOMER",99.44,536,0,4.13e-148,-Inf,1098,99.44,536,0,1.06e-148,-Inf,1098
"186","BRARA.A01009-MONOMER","BraA01g010480.3C","BRARA.A01009-MONOMER",97.917,576,0,2.47e-151,-Inf,1143,97.917,576,0,1.4e-150,-Inf,1143
"187","BRARA.A01015-MONOMER","BraA01g010520.3C","BRARA.A01015-MONOMER",99.834,601,0,0,NA,1244,99.834,601,0,0,NA,1244
"188","BRARA.A01020-MONOMER","BraA01g010560.3C","BRARA.A01020-MONOMER",99.329,596,0,0,NA,1207,99.329,596,0,0,NA,1207
"189","BRARA.A01021-MONOMER","BraA01g010570.3C","BRARA.A01021-MONOMER",99.457,736,0,0,NA,1502,99.457,736,0,0,NA,1502
"190","BRARA.A01027-MONOMER","BraA01g010650.3C","BRARA.A01027-MONOMER",100,606,0,0,NA,1251,100,606,0,0,NA,1251
"191","BRARA.A01034-MONOMER","BraA01g010710.3C","BRARA.A01034-MONOMER",99.093,772,0,0,NA,1585,99.093,772,0,0,NA,1585
"192","BRARA.A01037-MONOMER","BraA01g010750.3C","BRARA.A01037-MONOMER",100,392,0,0,NA,813,100,392,0,0,NA,813
"193","BRARA.A01041-MONOMER","BraA01g010800.3C","BRARA.A01041-MONOMER",99.596,495,0,0,NA,1019,99.596,495,0,0,NA,1019
"194","BRARA.A01062-MONOMER","BraA01g010970.3C","BRARA.A01062-MONOMER",96.863,542,0,1.69e-137,-Inf,1077,96.863,542,0,1.85e-142,-Inf,1077
"195","BRARA.A01063-MONOMER","BraA01g010980.3C","BRARA.A01063-MONOMER",91.643,359,0,0,NA,665,91.643,359,0,0,NA,665
"196","BRARA.A01064-MONOMER","BraA01g010990.3C","BRARA.A01064-MONOMER",97.977,346,0,0,NA,682,97.977,346,0,0,NA,682
"197","BRARA.A01065-MONOMER","BraA01g011000.3C","BRARA.A01065-MONOMER",95.882,340,0,0,NA,649,95.882,340,0,0,NA,649
"198","BRARA.A01066-MONOMER","BraA01g011020.3C","BRARA.A01066-MONOMER",97.714,350,0,0,NA,688,97.714,350,0,0,NA,688
"199","BRARA.A01067-MONOMER","BraA01g011030.3C","BRARA.A01067-MONOMER",96.633,297,0,9.94e-171,-Inf,590,96.633,297,0,1.92e-170,-Inf,590
"200","BRARA.A01068-MONOMER","BraA01g011040.3C","BRARA.A01068-MONOMER",99.134,924,0,0,NA,1876,99.134,924,0,0,NA,1876
"201","BRARA.A01069-MONOMER","BraA01g011050.3C","BRARA.A01069-MONOMER",100,380,0,0,NA,772,100,380,0,0,NA,772
"202","BRARA.A01073-MONOMER","BraA01g011100.3C","BRARA.A01073-MONOMER",100,534,0,0,NA,1107,100,534,0,0,NA,1107
"203","BRARA.A01081-MONOMER","BraA01g011160.3C","BRARA.A01081-MONOMER",100,373,0,3.43e-161,-Inf,772,100,373,0,2.16e-132,-Inf,772
"204","BRARA.A01083-MONOMER","BraA01g011180.3C","BRARA.A01083-MONOMER",98.182,220,3.4e-163,2.11e-06,-156.792803538255,449,98.182,220,8.39e-164,4.96e-11,-152.771719715662,449
"205","BRARA.A01088-MONOMER","BraA01g011230.3C","BRARA.A01088-MONOMER",99.776,446,0,0,NA,906,99.776,446,0,0,NA,906
"206","BRARA.A01089-MONOMER","BraA01g011240.3C","BRARA.A01089-MONOMER",99.58,476,0,2.59e-135,-Inf,962,99.58,476,0,4.79e-150,-Inf,962
"207","BRARA.A01095-MONOMER","BraA01g011290.3C","BRARA.A01095-MONOMER",96.782,1243,0,3.9e-58,-Inf,2433,96.782,1243,0,9.79e-66,-Inf,2433
"208","BRARA.A01099-MONOMER","BraA01g011330.3C","BRARA.A01099-MONOMER",99.417,515,0,0,NA,1060,99.417,515,0,0,NA,1060
"209","BRARA.A01105-MONOMER","BraA01g011390.3C","BRARA.A01105-MONOMER",96.656,598,0,0,NA,1184,96.656,598,0,0,NA,1184
"210","BRARA.A01109-MONOMER","BraA01g011420.3C","BRARA.A01109-MONOMER",89.769,303,0,1.51e-153,-Inf,541,89.769,303,0,1.69e-138,-Inf,541
"211","BRARA.A01117-MONOMER","BraA01g011500.3C","BRARA.A01117-MONOMER",100,412,0,0,NA,851,100,412,0,0,NA,851
"212","BRARA.A01119-MONOMER","BraA01g011520.3C","BRARA.A01119-MONOMER",98.026,304,0,1.06e-11,-Inf,605,98.026,304,0,8.71e-12,-Inf,605
"213","BRARA.A01120-MONOMER","BraA01g011530.3C","BRARA.A01120-MONOMER",98.442,770,0,8.18e-140,-Inf,1561,98.442,770,0,5.2e-144,-Inf,1561
"214","BRARA.A01123-MONOMER","BraA01g011560.3C","BRARA.A01123-MONOMER",99.053,528,0,0,NA,1086,99.053,528,0,0,NA,1086
"215","BRARA.A01124-MONOMER","BraA01g011570.3C","BRARA.A01124-MONOMER",99.62,527,0,0,NA,1086,99.62,527,0,0,NA,1086
"216","BRARA.A01126-MONOMER","BraA01g011600.3C","BRARA.A01126-MONOMER",96.828,536,0,0,NA,1065,96.828,536,0,0,NA,1065
"217","BRARA.A01128-MONOMER","BraA01g011610.3C","BRARA.A01128-MONOMER",99.444,540,0,0,NA,1108,99.444,540,0,0,NA,1108
"218","BRARA.A01132-MONOMER","BraA01g011640.3C","BRARA.A01132-MONOMER",100,238,4.56e-177,1.76e-125,-51.5865478251497,485,100,238,1.12e-177,1.12e-177,0,485
"219","BRARA.A01140-MONOMER","BraA01g011720.3C","BRARA.A01140-MONOMER",98.969,194,3.03e-146,7.32e-111,-35.3830684525561,412,98.969,194,1.54e-146,1.95e-119,-27.1025138905261,412
"220","BRARA.A01148-MONOMER","BraA01g011820.3C","BRARA.A01148-MONOMER",98.837,688,0,0,NA,1427,98.837,688,0,0,NA,1427
"221","BRARA.A01149-MONOMER","BraA01g011840.3C","BRARA.A01149-MONOMER",89.552,938,0,0,NA,1675,89.552,938,0,0,NA,1653
"222","BRARA.A01150-MONOMER","BraA01g011850.3C","BRARA.A01150-MONOMER",98,200,5.72e-147,2.17e-66,-80.5790637050555,406,98,200,1.41e-147,6.8e-132,-15.6832898000509,406
"223","BRARA.A01152-MONOMER","BraA01g011870.3C","BRARA.A01152-MONOMER",95.393,521,0,0,NA,1011,95.393,521,0,0,NA,1001
"224","BRARA.A01155-MONOMER","BraA01g011920.3C","BRARA.A01155-MONOMER",97.674,688,0,0,NA,1342,97.674,688,0,0,NA,1342
"225","BRARA.A01160-MONOMER","BraA01g011960.3C","BRARA.A01160-MONOMER",94.771,306,0,5.26e-145,-Inf,584,94.771,306,0,0,NA,584
"226","BRARA.A01162-MONOMER","BraA01g011990.3C","BRARA.A01162-MONOMER",98.75,400,0,9.32e-142,-Inf,805,98.75,400,0,2.17e-142,-Inf,805
"227","BRARA.A01166-MONOMER","BraA01g012030.3C","BRARA.A01166-MONOMER",100,228,1.6e-164,2.51e-105,-59.1955537388251,453,100,228,3.94e-165,6.31e-15,-150.204533137419,453
"228","BRARA.A01167-MONOMER","BraA01g012040.3C","BRARA.A01167-MONOMER",99.173,846,0,2.42e-153,-Inf,1732,99.173,846,0,1.27e-151,-Inf,1732
"229","BRARA.A01171-MONOMER","BraA01g012090.3C","BRARA.A01171-MONOMER",98.663,374,0,4.29e-56,-Inf,734,98.663,374,0,6.21e-57,-Inf,734
"230","BRARA.A01179-MONOMER","BraA01g012180.3C","BRARA.A01179-MONOMER",98.947,380,0,3.55e-42,-Inf,769,98.947,380,0,1.35e-43,-Inf,769
"231","BRARA.A01190-MONOMER","BraA01g012300.3C","BRARA.A01190-MONOMER",98.742,318,0,9.54e-42,-Inf,642,98.742,318,0,4.78e-38,-Inf,642
"232","BRARA.A01219-MONOMER","BraA01g012680.3C","BRARA.A01219-MONOMER",100,332,0,1.19e-131,-Inf,690,100,332,0,2.94e-132,-Inf,690
"233","BRARA.A01222-MONOMER","BraA01g012700.3C","BRARA.A01222-MONOMER",98.938,471,0,0,NA,952,98.938,471,0,0,NA,952
"234","BRARA.A01224-MONOMER","BraA01g012720.3C","BRARA.A01224-MONOMER",99.631,542,0,0,NA,1104,99.631,542,0,0,NA,1104
"235","BRARA.A01227-MONOMER","BraA01g012740.3C","BRARA.A01227-MONOMER",97.97,394,0,0,NA,803,97.97,394,0,0,NA,803
"236","BRARA.A01234-MONOMER","BraA01g012800.3C","BRARA.A01234-MONOMER",99.151,707,0,0,NA,1435,99.151,707,0,1.69e-83,-Inf,1435
"237","BRARA.A01246-MONOMER","BraA01g012930.3C","BRARA.A01246-MONOMER",97.465,355,0,1.63e-13,-Inf,710,97.465,355,0,3.72e-14,-Inf,710
"238","BRARA.A01252-MONOMER","BraA01g013020.3C","BRARA.A01252-MONOMER",99.609,256,0,0,NA,533,99.609,256,0,0,NA,533
"239","BRARA.A01253-MONOMER","BraA01g013030.3C","BRARA.A01253-MONOMER",91.765,425,0,0,NA,791,91.765,425,0,0,NA,791
"240","BRARA.A01264-MONOMER","BraA01g013180.3C","BRARA.A01264-MONOMER",99.254,134,9.14e-93,0.009,-89.9932963137055,267,99.254,134,3.56e-93,0.000353,-88.9963247074149,267
"241","BRARA.A01265-MONOMER","BraA01g013190.3C","BRARA.A01265-MONOMER",99.476,191,6.78e-139,6.1e-39,-99.9541001411437,394,99.476,191,3.84e-139,1.74e-91,-47.6562180239151,394
"242","BRARA.A01266-MONOMER","BraA01g013200.3C","BRARA.A01266-MONOMER",100,376,0,0,NA,772,100,376,0,0,NA,772
"243","BRARA.A01274-MONOMER","BraA01g013290.3C","BRARA.A01274-MONOMER",98.305,354,0,7.76e-53,-Inf,726,98.305,354,0,0.31,-Inf,726
"244","BRARA.A01279-MONOMER","BraA01g013370.3C","BRARA.A01279-MONOMER",96.417,307,0,0,NA,608,96.417,307,0,0,NA,608
"245","BRARA.A01281-MONOMER","BraA01g013390.3C","BRARA.A01281-MONOMER",97.089,584,0,1.89e-114,-Inf,1182,97.089,584,0,2.22e-116,-Inf,1182
"246","BRARA.A01290-MONOMER","BraA01g013470.3C","BRARA.A01290-MONOMER",99.721,359,0,0,NA,730,99.721,359,0,0,NA,730
"247","BRARA.A01293-MONOMER","BraA01g013510.3C","BRARA.A01293-MONOMER",99.628,269,0,8.85e-168,-Inf,565,99.628,269,0,2.7e-161,-Inf,565
"248","BRARA.A01299-MONOMER","BraA01g014800.3C","BRARA.A01299-MONOMER",91.034,290,0,9.74e-153,-Inf,537,91.034,290,0,1.03e-123,-Inf,537
"249","BRARA.A01324-MONOMER","BraA01g013720.3C","BRARA.A01324-MONOMER",99.219,512,0,0,NA,1059,99.219,512,0,0,NA,1059
"250","BRARA.A01343-MONOMER","BraA01g013990.3C","BRARA.A01343-MONOMER",95.28,339,0,0,NA,650,95.28,339,0,0,NA,650
"251","BRARA.A01345-MONOMER","BraA01g014010.3C","BRARA.A01345-MONOMER",97.5,160,3.18e-112,1.14e-66,-45.554477731352,316,97.5,160,8.26e-113,2.89e-70,-42.5439177954362,316
"252","BRARA.A01346-MONOMER","BraA01g014020.3C","BRARA.A01346-MONOMER",100,317,0,1.5e-150,-Inf,655,100,317,0,3.88e-156,-Inf,655
"253","BRARA.A01351-MONOMER","BraA01g014060.3C","BRARA.A01351-MONOMER",99.811,528,0,0,NA,1104,99.811,528,0,0,NA,1104
"254","BRARA.A01357-MONOMER","BraA01g014090.3C","BRARA.A01357-MONOMER",100,494,0,0,NA,1025,100,494,0,0,NA,1025
"255","BRARA.A01361-MONOMER","BraA01g014180.3C","BRARA.A01361-MONOMER",100,178,2.17e-131,3.22e-28,-103.171396137847,371,100,178,3.09e-132,7.65e-19,-113.393702955729,371
"256","BRARA.A01367-MONOMER","BraA01g014240.3C","BRARA.A01367-MONOMER",100,481,0,0,NA,996,100,481,0,0,NA,996
"257","BRARA.A01378-MONOMER","BraA01g014350.3C","BRARA.A01378-MONOMER",98.544,412,0,0,NA,821,98.544,412,0,0,NA,821
"258","BRARA.A01381-MONOMER","BraA01g014400.3C","BRARA.A01381-MONOMER",98.198,111,3.78e-74,3.56e-66,-7.97395819813566,215,98.198,111,9.31e-75,1.86e-68,-6.30056326323658,215
"259","BRARA.A01382-MONOMER","BraA01g014450.3C","BRARA.A01382-MONOMER",99.672,305,0,0,NA,625,99.672,305,0,0,NA,625
"260","BRARA.A01389-MONOMER","BraA01g014520.3C","BRARA.A01389-MONOMER",98.356,669,0,0,NA,1357,98.356,669,0,0,NA,1357
"261","BRARA.A01394-MONOMER","BraA01g014600.3C","BRARA.A01394-MONOMER",99.578,237,6.34e-178,1.72e-145,-32.4334391890258,488,99.578,237,1.57e-178,1.3e-61,-116.918043699898,488
"262","BRARA.A01398-MONOMER","BraA01g014640.3C","BRARA.A01398-MONOMER",100,360,0,0,NA,745,100,360,0,0,NA,745
"263","BRARA.A01402-MONOMER","BraA01g014690.3C","BRARA.A01402-MONOMER",99.432,704,0,0,NA,1459,99.432,704,0,0,NA,1459
"264","BRARA.A01403-MONOMER","BraA01g014700.3C","BRARA.A01403-MONOMER",99.444,720,0,0,NA,1486,99.444,720,0,0,NA,1486
"265","BRARA.A01404-MONOMER","BraA01g014710.3C","BRARA.A01404-MONOMER",98.851,174,1.61e-120,1.24e-66,-53.8865958091304,337,98.851,174,3.93e-121,1.15e-95,-25.4663052899782,337
"266","BRARA.A01409-MONOMER","BraA01g014770.3C","BRARA.A01409-MONOMER",95.093,591,0,0,NA,1150,95.093,591,0,0,NA,1150
"267","BRARA.A01417-MONOMER","BraA01g014870.3C","BRARA.A01417-MONOMER",100,497,0,0,NA,1025,100,497,0,0,NA,1025
"268","BRARA.A01420-MONOMER","BraA01g014910.3C","BRARA.A01420-MONOMER",99.265,408,0,0,NA,837,99.265,408,0,0,NA,837
"269","BRARA.A01425-MONOMER","BraA01g014960.3C","BRARA.A01425-MONOMER",100,147,1.6e-106,1.68e-80,-26.0211892990699,300,100,147,4.37e-107,3.17e-85,-21.8605778252473,300
"270","BRARA.A01427-MONOMER","BraA01g014980.3C","BRARA.A01427-MONOMER",100,391,0,0,NA,810,100,391,0,0,NA,810
"271","BRARA.A01431-MONOMER","BraA01g015020.3C","BRARA.A01431-MONOMER",97.549,612,0,0,NA,1238,97.549,612,0,0,NA,1238
"272","BRARA.A01441-MONOMER","BraA01g015150.3C","BRARA.A01441-MONOMER",99.422,346,0,0,NA,715,99.422,346,0,0,NA,715
"273","BRARA.A01442-MONOMER","BraA01g015160.3C","BRARA.A01442-MONOMER",95.977,348,0,0,NA,686,95.115,348,0,0,NA,661
"274","BRARA.A01444-MONOMER","BraA01g015180.3C","BRARA.A01444-MONOMER",99.567,231,1.06e-170,6.18e-134,-36.765682609824,469,99.567,231,2.6e-171,1.39e-134,-36.7280414522833,469
"275","BRARA.A01448-MONOMER","BraA01g015210.3C","BRARA.A01448-MONOMER",97.833,646,0,0,NA,1320,97.833,646,0,0,NA,1320
"276","BRARA.A01450-MONOMER","BraA01g015230.3C","BRARA.A01450-MONOMER",92.997,1328,0,0,NA,2528,92.997,1328,0,0,NA,2528
"277","BRARA.A01456-MONOMER","BraA01g015290.3C","BRARA.A01456-MONOMER",100,418,0,5.28e-68,-Inf,865,100,418,0,1.31e-62,-Inf,865
"278","BRARA.A01458-MONOMER","BraA01g015310.3C","BRARA.A01458-MONOMER",98.851,696,0,0,NA,1417,98.851,696,0,0,NA,1417
"279","BRARA.A01473-MONOMER","BraA01g015430.3C","BRARA.A01473-MONOMER",96.622,444,0,2.72e-137,-Inf,892,96.622,444,0,1.8e-128,-Inf,892
"280","BRARA.A01476-MONOMER","BraA01g015490.3C","BRARA.A01476-MONOMER",98.089,314,0,0.37,-Inf,643,98.089,314,0,0,NA,643
"281","BRARA.A01481-MONOMER","BraA01g015530.3C","BRARA.A01481-MONOMER",99.754,407,0,0,NA,843,99.754,407,0,0,NA,843
"282","BRARA.A01484-MONOMER","BraA01g015560.3C","BRARA.A01484-MONOMER",99.588,243,9.8e-178,4.37e-110,-67.6492553612779,488,99.588,243,2.61e-178,5.84e-109,-69.3497723397741,488
"283","BRARA.A01486-MONOMER","BraA01g015580.3C","BRARA.A01486-MONOMER",99.798,494,0,0,NA,1014,99.798,494,0,0,NA,1014
"284","BRARA.A01508-MONOMER","BraA01g015790.3C","BRARA.A01508-MONOMER",99.363,314,0,0,NA,638,99.363,314,0,0,NA,638
"285","BRARA.A01509-MONOMER","BraA01g015800.3C","BRARA.A01509-MONOMER",100,272,0,3.91e-162,-Inf,564,100,272,0,1.53e-175,-Inf,564
"286","BRARA.A01510-MONOMER","BraA01g015810.3C","BRARA.A01510-MONOMER",98.089,314,0,1.08e-64,-Inf,635,98.089,314,0,3.38e-63,-Inf,635
"287","BRARA.A01511-MONOMER","BraA01g015820.3C","BRARA.A01511-MONOMER",100,213,9.39e-159,1.58e-104,-54.2259914946883,437,100,213,2.31e-159,8.74e-105,-54.5778994527423,437
"288","BRARA.A01515-MONOMER","BraA01g015850.3C","BRARA.A01515-MONOMER",99.248,266,0,1.42e-142,-Inf,541,99.248,266,0,1.7e-142,-Inf,541
"289","BRARA.A01516-MONOMER","BraA01g015860.3C","BRARA.A01516-MONOMER",99.643,841,0,0,NA,1741,99.643,841,0,0,NA,1741
"290","BRARA.A01523-MONOMER","BraA01g015930.3C","BRARA.A01523-MONOMER",99.208,505,0,0,NA,999,99.208,505,0,0,NA,999
"291","BRARA.A01525-MONOMER","BraA01g015960.3C","BRARA.A01525-MONOMER",99.798,495,0,0,NA,1008,99.798,495,0,0,NA,1008
"292","BRARA.A01527-MONOMER","BraA01g015970.3C","BRARA.A01527-MONOMER",94.703,623,0,0,NA,1199,94.703,623,0,0,NA,1199
"293","BRARA.A01531-MONOMER","BraA01g016020.3C","BRARA.A01531-MONOMER",97.921,529,0,1.37e-98,-Inf,1080,97.921,529,0,1.58e-99,-Inf,1080
"294","BRARA.A01532-MONOMER","BraA01g016030.3C","BRARA.A01532-MONOMER",99.216,255,0,2.05e-82,-Inf,518,99.216,255,0,5.44e-83,-Inf,518
"295","BRARA.A01538-MONOMER","BraA01g016120.3C","BRARA.A01538-MONOMER",100,377,0,0,NA,793,100,377,0,0,NA,793
"296","BRARA.A01541-MONOMER","BraA01g016230.3C","BRARA.A01541-MONOMER",100,284,0,9.02e-108,-Inf,590,100,284,0,0,NA,590
"297","BRARA.A01552-MONOMER","BraA01g016330.3C","BRARA.A01552-MONOMER",94.245,278,0,4.26e-157,-Inf,536,94.245,278,0,4.29e-156,-Inf,536
"298","BRARA.A01558-MONOMER","BraA01g016380.3C","BRARA.A01558-MONOMER",97.798,545,0,1.65e-75,-Inf,1093,97.798,545,0,1.51e-79,-Inf,1093
"299","BRARA.A01567-MONOMER","BraA01g016440.3C","BRARA.A01567-MONOMER",96,325,0,5.9,-Inf,636,96,325,0,1.9,-Inf,636
"300","BRARA.A01569-MONOMER","BraA01g016460.3C","BRARA.A01569-MONOMER",99.303,574,0,0,NA,1133,99.303,574,0,0,NA,1133
"301","BRARA.A01575-MONOMER","BraA01g016530.3C","BRARA.A01575-MONOMER",99.653,288,0,0,NA,595,99.653,288,0,0,NA,595
"302","BRARA.A01576-MONOMER","BraA01g016540.3C","BRARA.A01576-MONOMER",100,285,0,0,NA,595,100,285,0,0,NA,595
"303","BRARA.A01578-MONOMER","BraA01g016560.3C","BRARA.A01578-MONOMER",98.235,510,0,0,NA,1026,98.235,510,0,0,NA,1026
"304","BRARA.A01585-MONOMER","BraA01g016640.3C","BRARA.A01585-MONOMER",100,324,0,0,NA,665,100,324,0,0,NA,665
"305","BRARA.A01590-MONOMER","BraA01g016670.3C","BRARA.A01590-MONOMER",98.165,109,1.74e-70,1.2e-69,-0.83863199776502,206,98.165,109,4.29e-71,4.7e-70,-1.03964056575099,206
"306","BRARA.A01591-MONOMER","BraA01g016680.3C","BRARA.A01591-MONOMER",99.757,1235,0,0,NA,2525,99.757,1235,0,0,NA,2525
"307","BRARA.A01592-MONOMER","BraA01g016690.3C","BRARA.A01592-MONOMER",99.372,637,0,0,NA,1305,99.372,637,0,0,NA,1305
"308","BRARA.A01593-MONOMER","BraA01g016700.3C","BRARA.A01593-MONOMER",99.088,329,0,9.78e-114,-Inf,663,99.088,329,0,1.3e-113,-Inf,663
"309","BRARA.A01597-MONOMER","BraA01g016760.3C","BRARA.A01597-MONOMER",95.06,587,0,0,NA,1135,95.06,587,0,0,NA,1135
"310","BRARA.A01598-MONOMER","BraA01g016770.3C","BRARA.A01598-MONOMER",99.681,313,0,0,NA,627,99.681,313,0,0,NA,627
"311","BRARA.A01608-MONOMER","BraA01g016890.3C","BRARA.A01608-MONOMER",99.859,711,0,0,NA,1475,99.859,711,0,0,NA,1475
"312","BRARA.A01614-MONOMER","BraA01g016960.3C","BRARA.A01614-MONOMER",99.555,449,0,0,NA,934,99.555,449,0,0,NA,934
"313","BRARA.A01616-MONOMER","BraA01g016980.3C","BRARA.A01616-MONOMER",91.561,237,1.46e-155,8.76e-138,-17.7781512503836,431,91.561,237,3.53e-156,1.3e-117,-38.566168646919,431
"314","BRARA.A01617-MONOMER","BraA01g016990.3C","BRARA.A01617-MONOMER",97.233,253,0,2.23e-117,-Inf,505,97.233,253,0,2.33e-138,-Inf,505
"315","BRARA.A01619-MONOMER","BraA01g017010.3C","BRARA.A01619-MONOMER",95.34,515,0,0,NA,1000,95.34,515,0,0,NA,1000
"316","BRARA.A01620-MONOMER","BraA01g017020.3C","BRARA.A01620-MONOMER",93.939,330,0,0,NA,631,93.939,330,0,0,NA,631
"317","BRARA.A01627-MONOMER","BraA01g017080.3C","BRARA.A01627-MONOMER",99.718,355,0,9.96e-127,-Inf,727,99.718,355,0,1.48e-129,-Inf,727
"318","BRARA.A01629-MONOMER","BraA01g017110.3C","BRARA.A01629-MONOMER",99.202,376,0,0,NA,769,99.202,376,0,1.5e-159,-Inf,769
"319","BRARA.A01636-MONOMER","BraA01g017220.3C","BRARA.A01636-MONOMER",100,279,0,2.45e-138,-Inf,571,100,279,0,3.32e-140,-Inf,571
"320","BRARA.A01637-MONOMER","BraA01g017230.3C","BRARA.A01637-MONOMER",100,210,6.05e-158,1.61e-63,-94.4250705013794,435,100,210,1.51e-158,2.04e-68,-90.1306532201327,435
"321","BRARA.A01640-MONOMER","BraA01g017260.3C","BRARA.A01640-MONOMER",99.363,471,0,0,NA,959,99.363,471,0,0,NA,959
"322","BRARA.A01641-MONOMER","BraA01g017270.3C","BRARA.A01641-MONOMER",100,359,0,0,NA,731,100,359,0,0,NA,731
"323","BRARA.A01645-MONOMER","BraA01g017330.3C","BRARA.A01645-MONOMER",99.419,344,0,1.39e-177,-Inf,706,99.419,344,0,0,NA,706
"324","BRARA.A01647-MONOMER","BraA01g017350.3C","BRARA.A01647-MONOMER",97.227,649,0,0,NA,1268,97.227,649,0,0,NA,1268
"325","BRARA.A01656-MONOMER","BraA01g017460.3C","BRARA.A01656-MONOMER",99.472,758,0,0,NA,1540,99.472,758,0,0,NA,1540
"326","BRARA.A01661-MONOMER","BraA01g017490.3C","BRARA.A01661-MONOMER",100,246,0,2.87e-139,-Inf,512,100,246,0,1.82e-180,-Inf,512
"327","BRARA.A01664-MONOMER","BraA01g017520.3C","BRARA.A01664-MONOMER",100,467,0,0,NA,968,100,467,0,0,NA,968
"328","BRARA.A01666-MONOMER","BraA01g017540.3C","BRARA.A01666-MONOMER",98.864,352,0,6.56e-151,-Inf,719,98.864,352,0,3.15e-151,-Inf,719
