name,category,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,over_represented_padjust,Definition,value
leaf.darkred,GO:0080001,7.815411470976362e-5,0.9999969849433856,4,26,mucilage extrusion from seed coat,BP,0.037015742579411794,"The process in which seed mucilage expands through hydration and breaks the outer cell wall that encapsulates the whole seed upon imbibition. Mucilage, mainly composed of pectins, is formed during seed development and deposited into the apoplast underneath the outer wall of the seed coat.",NA
leaf.darkseagreen4,GO:0010200,3.65774985143913e-9,0.9999999998780938,8,286,response to chitin,BP,1.3859214187102864e-5,"A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chitin stimulus.",NA
leaf.darkseagreen4,GO:0006468,2.764537898113938e-8,0.999999996854688,14,1484,protein phosphorylation,BP,5.237417047976856e-5,The process of introducing a phosphate group on to a protein.,NA
leaf.darkseagreen4,GO:0006952,4.863345626956741e-7,0.9999999467211442,11,1165,defense response,BP,6.142405526846364e-4,"Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack.",NA
leaf.darkseagreen4,GO:0018105,3.0168078135817506e-6,0.9999999011058117,5,154,peptidyl-serine phosphorylation,BP,0.0028576712014153132,The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine.,NA
leaf.darkseagreen4,GO:0046777,1.6898122984731072e-5,0.9999988479753633,6,363,protein autophosphorylation,BP,0.012805397597829206,"The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation).",NA
leaf.darkslateblue,GO:0006887,6.897750224707649e-6,0.9999997297481769,5,96,exocytosis,BP,0.026135575601417282,"A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell.",NA
leaf.darkturquoise,NA,NA,NA,NA,NA,NA,NA,NA,NA,no enriched GO
leaf.floralwhite,GO:0006662,3.2988292268427237e-12,1,7,41,glycerol ether metabolic process,BP,1.249926394050708e-8,"The chemical reactions and pathways involving glycerol ethers, any anhydride formed between two organic hydroxy compounds, one of which is glycerol.",NA
leaf.floralwhite,GO:0006109,3.619187617225278e-11,1,5,11,regulation of carbohydrate metabolic process,BP,4.909858124606496e-8,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving carbohydrates.",NA
leaf.floralwhite,GO:0043085,3.887456947431905e-11,1,6,26,positive regulation of catalytic activity,BP,4.909858124606496e-8,Any process that activates or increases the activity of an enzyme.,NA
leaf.floralwhite,GO:0010270,1.421321535217296e-7,0.9999999998304591,3,5,photosystem II oxygen evolving complex assembly,BP,1.3463468242345836e-4,"The aggregation, arrangement and bonding together of a set of components to form the oxygen evolving complex (OEC) of photosystem II on a thylakoid membrane. The OEC protects the calcium-4 manganese-5 oxide cluster which is bound to the D1 and CP43 proteins. The exact protein composition of the OEC varies between cyanobacteria and plants, and in plants consists of three extrinsic nuclear-encoded polypeptides: PsbO, PsbP and PsbQ.",NA
leaf.floralwhite,GO:0045454,2.2895272694318523e-7,0.9999999857973713,8,253,cell redox homeostasis,BP,1.7350037647754574e-4,Any process that maintains the redox environment of a cell or compartment within a cell.,NA
leaf.floralwhite,GO:0043086,2.9877846231047024e-6,0.9999999011202614,5,90,negative regulation of catalytic activity,BP,0.0018867859894906196,Any process that stops or reduces the activity of an enzyme.,NA
leaf.floralwhite,GO:1903052,5.933614244165296e-6,1,2,2,positive regulation of proteolysis involved in cellular protein catabolic process,BP,0.003211780624448901,NA,NA
leaf.floralwhite,GO:0055114,1.9593436100570007e-5,0.9999952468310991,16,1923,oxidation-reduction process,BP,0.00927994117313247,"A metabolic process that results in the removal or addition of one or more electrons to or from a substance, with or without the concomitant removal or addition of a proton or protons.",NA
leaf.floralwhite,GO:0006979,3.613748730392948e-5,0.9999954734121458,8,502,response to oxidative stress,BP,0.013961260073871454,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals.",NA
leaf.floralwhite,GO:0009642,3.684681993631949e-5,0.999999489544154,3,26,response to light intensity,BP,0.013961260073871454,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light intensity stimulus.",NA
leaf.floralwhite,GO:0043266,5.9056437595324266e-5,0.9999998578582905,2,5,regulation of potassium ion transport,BP,0.02034225836806215,"Any process that modulates the frequency, rate or extent of the directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",NA
leaf.floralwhite,GO:0015979,1.4268237156579356e-4,0.999989157701614,5,200,photosynthesis,BP,0.045051958821899316,"The synthesis by organisms of organic chemical compounds, especially carbohydrates, from carbon dioxide (CO2) using energy obtained from light rather than from the oxidation of chemical compounds.",NA
leaf.floralwhite,GO:0010555,1.6096698272276315e-4,0.9999962016948676,3,42,response to mannitol,BP,0.04691568442588843,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mannitol stimulus.",NA
leaf.green,GO:0008150,1.5492223738043778e-5,0.9999899273123689,162,6445,biological_process,BP,0.04001888288892278,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",NA
leaf.green,GO:0061512,2.112371754495792e-5,0.9999995904948071,4,8,protein localization to cilium,BP,0.04001888288892278,"A process in which a protein is transported to, or maintained in, a location within a cilium.",NA
leaf.greenyellow,GO:0009853,8.765137406819201e-7,0.9999999204606431,9,104,photorespiration,BP,0.0033211105634437955,"A light-dependent catabolic process occurring concomitantly with photosynthesis in plants (especially C3 plants) whereby dioxygen (O2) is consumed and carbon dioxide (CO2) is evolved. The substrate is glycolate formed in large quantities in chloroplasts from 2-phosphoglycolate generated from ribulose 1,5-bisphosphate by the action of ribulose-bisphosphate carboxylase; the glycolate enters the peroxisomes where it is converted by glycolate oxidase to glyoxylate which undergoes transamination to glycine. This then passes into the mitochondria where it is decarboxylated forming one molecule of serine for every two molecules of glycine. This pathway also exists in photosynthetic bacteria.",NA
leaf.grey,GO:0008150,9.771058684394666e-7,0.9999996162188631,164,6445,biological_process,BP,0.0037022541355171386,"A biological process represents a specific objective that the organism is genetically programmed to achieve. Biological processes are often described by their outcome or ending state, e.g., the biological process of cell division results in the creation of two daughter cells (a divided cell) from a single parent cell. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence.",NA
leaf.grey60,GO:0009414,1.7390347676037073e-11,1,25,596,response to water deprivation,BP,6.589202734450447e-8,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a water deprivation stimulus, prolonged deprivation of water.",NA
leaf.grey60,GO:0015996,5.2781783021137185e-9,0.9999999999281131,6,17,chlorophyll catabolic process,BP,9.99950879335444e-6,"The chemical reactions and pathways resulting in the breakdown of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, into less complex products.",NA
leaf.grey60,GO:0009737,8.689672381108073e-8,0.999999978979523,24,832,response to abscisic acid,BP,1.0975056217339496e-4,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abscisic acid stimulus.",NA
leaf.grey60,GO:0009651,1.437404519747615e-6,0.9999995757179584,25,1045,response to salt stress,BP,0.0013615814313309284,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of salt (particularly but not exclusively sodium and chloride ions) in the environment.",NA
leaf.grey60,GO:0098754,6.213179228604063e-6,0.9999999733704477,3,5,detoxification,BP,0.004701737345553484,Any process that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance.,NA
leaf.grey60,GO:0080026,7.445348132309556e-6,0.9999999596541148,3,6,response to indolebutyric acid,BP,0.004701737345553484,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an indolebutyric acid stimulus.",NA
leaf.grey60,GO:0009415,4.625910418394906e-5,0.9999993637369309,3,13,response to water,BP,0.025039392250426142,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of water.",NA
leaf.grey60,GO:0009788,6.445833273832616e-5,0.9999926870675786,7,122,negative regulation of abscisic acid-activated signaling pathway,BP,0.02894477789309367,"Any process that stops, prevents, or reduces the frequency, rate or extent of abscisic acid (ABA) signaling.",NA
